NUM,ROMAJI,EXPECTED,GOT (M),SwiftKey 6.4.8.57 (S),FULL SCORE,M,S
785,kobetsunisoudangaarubaaiha。,個別に相談がある場合は。,個別に相談がある場合は。,個別に相談がある場合は。,12,12,12
786,oikondeshimaukotogaooindesu。,追い込んでしまうことが多いんです。,おい込んでしまうことが多いんです。,追い込んでしまうことが多いです。,17,16,16
787,itsukachichioyanimitomeraretai。,いつか父親に認められたい。,いつか父親に認められたい。,いつか父親に認められたい。,13,13,13
788,aisaretaitonegatteimashita。,愛されたいと願っていました。,愛されたいと願っていました。,愛されたいと願っていました。,14,14,14
789,senkyakugaitamitaidakara。,先客がいたみたいだから。,選客が痛みたいだから。,先客がいたみたいだから。,12,9,12
790,ichihomosotonihadenakattatoitteimashita。,一歩も外には出なかったと言っていました。,一歩も外にはでなかったと言っていました。,一穂も外にはでなかったといっていました。,20,19,17
791,genbanodogashanaikaraderuhazudakara。,現場の土が車内から出るはずだから。,現場の土者ないから出るはずだから。,現場の度が者ないからでるはずだから。,17,14,12
792,toiukotohashougenhahontouka。,ということは証言は本当か。,ということは少々は本当か。,ということは証言は本当か。,13,11,13
793,tonikakuomaehaotonashikushitero。,とにかくお前はおとなしくしてろ。,とにかくお前はおとなしく手。,とにかくお前はおとなしくしてろ。,16,13,16
794,joginguchuunojoseigahakkenshiteimasu。,ジョギング中の女性が発見しています。,ジョギング中の女性が発見しています。,ジョギング中のじょせいがはっけんしています。,18,18,10
795,naifudenodomotowoichigekisaretanochini。,ナイフでのど元を一撃された後に。,ナイフでのどもと一撃された後に。,ナイフで喉もとをいちげきされたのちに。,16,14,7
796,muchakuchanakoroshikatadaga。,むちゃくちゃな殺し方だが。,むちゃくちゃなロシカタだが。,むちゃくちゃな殺しかただが。,13,9,11
797,atoshimatsudakehashikkarishiteiru。,後始末だけはしっかりしている。,あとしつだけはしっかりしている。,後始末だけはしっかりしている。,15,11,15
798,masukominitatakarerunda。,マスコミにたたかれるんだ。,マスコミに戦かれるんだ。,マスコミに叩かれるんだ。,13,11,11
799,masukomitaiounohoumobacchiriyatte。,マスコミ対応の方もばっちりやって。,マスコミ対応の方もバッチリやって。,マスコミ対応の方もバッチリやって。,17,13,13
800,jasonosaitoetsuranshaga。,じゃそのサイト閲覧者が。,ジャそのサイト閲覧車が。,じゃそのサイト閲覧しゃが。,12,9,10
801,sonome-ruwomirarerusubetenoningenga。,そのメールを見られる全ての人間が。,そのメールを見られるすべての人間が。,そのメールを見られるすべてのにんげんが。,17,15,11
802,nenreimogyakutaihouhoumooyajisokkurida。,年齢も虐待方法も親父そっくりだ。,年齢も逆体方法もおやじっそくりだ。,年齢も虐待方法もおやじそっくりだ。,16,10,13
803,keishichounooosawaerikodesu。,警視庁の大沢絵里子です。,警視庁の大沢駅コです。,警視庁の大澤えりこです。,12,9,8
804,soredeichiousenseinojikentoujitsuno。,それで一応先生の事件当日の。,それで一応先制の事件登物の。,それで一応先生の事件とうじつの。,14,11,10
805,sonojikanhawatashineteimashitakara。,その時間はわたし寝ていましたから。,その時間は私寝ていましたから。,その時間は私寝ていましたから。,17,14,14
806,konogenbakaramiyagawasan'nojitakuha。,この現場から宮川さんの自宅は。,この現場から宮川さんの自宅は。,この現場から宮川さんおじたくは。,15,15,11
807,miyagawasanhaeirinahamonode。,宮川さんは鋭利な刃物で。,宮川さんはえいりな刃物で。,宮川さんは永琳はもので。,12,9,7
808,genbaninokosaretakutsuatodesuga。,現場に残された靴跡ですが。,現場に残されたくつあとですが。,現場に残された靴あとですが。,13,9,11
809,son'nakotoaruwakenaidesuyo。,そんなことあるわけないですよ。,そんなことあるわけないですよ。,そんなことあるわけないですよ。,15,15,15
810,sonojikanhakyoujushitsuniimashita。,その時間は教授室にいました。,その時間は恐授しついにしました。,その時間は教授しつんいました。,14,9,11
811,kyouyuupasokon'nikameratsuiterukara。,共有パソコンにカメラ付いてるから。,共有パソコンにカメラ着つけるから。,共有パソコンいかめらついてるから。,17,14,12
812,zengonohimofukumeteshuujitsuzenbu。,前後の日も含めて終日全部。,前後の日も含めて終日全部。,前後の日も含めて就実ぜんぶ。,13,13,8
813,tadasousawokonransaserudakedakara。,ただ捜査を混乱させるだけだから。,ただ操作を混乱させるだけだから。,ただ操作を混乱させるだけだから。,16,14,14
814,dattarasaigoniisshoniyarouyo。,だったら最後に一緒にやろうよ。,だったら最後に一緒にやろうよ。,だったら最後に一緒にやろうよ。,15,15,15
815,chichioyanihidoigyakutaiwouketeita。,父親にひどい虐待を受けていた。,父親に日本着宅を受けていた。,父親にひどい虐待をうけていた。,15,10,14
816,semaioshiirenonakanitojikomerareta。,狭い押し入れの中に閉じ込められた。,狭いお入れ入の中にとじめられた。,狭いおし入れんなかにとじこめられた。,17,12,11
817,son'namainichiganan'nenmotsuduita。,そんな毎日が何年も続いた。,そんな毎日が何年も続いた。,そんな毎日が何年もつづいた。,13,13,11
818,tachinaorukotogadekinakattakeisukesanha。,立ち直ることができなかった啓介さんは。,立ち治ることができなかったケケスキャさんは。,立ち直ることができなかったけいすけさんは。,19,13,15
819,sorewohakkenshitaanataha。,それを発見したあなたは。,それを発見したあなたは。,それを発見したあなたは。,12,12,12
820,oshiirenitojikomerarete。,押し入れに閉じ込められて。,押し入れにと地故メラレて。,押し入れに閉じ込められて。,13,7,13
821,chokusetsutekinahyougengaiikamo。,直接的な表現がいいかも。,直接的な表現がいいかも。,直接的な表現がいいかも。,12,12,12
822,kidukanaideitanante。,気付かないでいたなんて。,気付ないでいたなんて。,気づかないでいたなんて。,12,11,11
823,kyoujushitsunihaittatokiniha。,教授室に入ったときには。,教授室に入った時には。,教授しつんはいったときには。,12,10,7
824,kikitegakawarukotohamaredehanaino。,利き手が変わることはまれではないの。,聞き手が変わることはまれではないの。,聞き手が変わることはまれではないの。,18,17,17
825,korehajibun'niokotterukotodehanaito。,これは自分に起こってることではないと。,これは自分に怒ってることではないと。,これは自分に怒ってることではないと。,19,17,17
826,omoikondeshimattanone。,思い込んでしまったのね。,思い込んでしまったのね。,思い込んでしまったのね。,12,12,12
827,takusansukuttekitanohajijitsudesu。,たくさん救ってきたのは事実です。,たくさんくってきたのは事実です。,たくさんすくって北乃はじじつです。,16,15,8
828,keisukesan'nojinkakudehanaku。,啓介さんの人格ではなく。,消避けさんの人間ではなく。,けいすけさんの人格ではなく。,12,8,8
829,nanikasetsunakunacchattana。,何か切なくなっちゃったな。,何かせつなくなっちゃったな。,何か切なくなっちゃったな。,13,11,13
830,chottodaijinakotoiinikita。,ちょっと大事なこと言いに来た。,ちょっと大事なこと言いに来た。,ちょっと大事なこと言いに来た。,15,15,15
831,joseihenokanshinhakiwametetsuyoiga。,女性への関心は極めて強いが。,女性への監真は極めて強いが。,女性への感心はきわめてつよいが。,14,12,9
832,omaeraimakeshigomunusundarouu。,お前ら今消しゴム盗んだろうう。,お前らい負け仕事無寸だろう。,お前ら今消しゴム盗んだろうう。,15,7,15
833,dakaraokaasandamedesutte。,だからお母さん駄目ですって。,だからおかあさんだ目ですって。,だからお母さんだめですって。,14,11,12
834,koushuuyatterundesukara。,講習やってるんですから。,交臭やってるんですから。,講習やってるんですから。,12,10,12
835,taisakushitsunomenmenhahitogatarinai。,対策室の面々は人が足りない。,対策室の面面は人が足りない。,対策しつの面々はひとがたりない。,14,13,9
836,nandewatashigashougakuseiaiteni。,何でわたしが小学生相手に。,なんで私が小学生に手に。,なんで私が小学生相手に。,13,7,8
837,oregakinshinshobunttekotode。,俺が謹慎処分ってことで。,オレが近親処分って事で。,俺が近親処分ってことで。,12,6,10
838,gyakunihokosakiwokawashitandayo。,逆に矛先をかわしたんだよ。,逆にほこ先をかわしたんだよ。,逆に矛先をかわしたんだよ。,13,11,13
839,tetsudattemorautsumoridattakedo。,手伝ってもらうつもりだったけど。,徹伝ってもらうつもりだったけど。,手伝ってもらうつもりだったけど。,16,15,16
840,ekimaehirobanisecchisaretabakudanga。,駅前広場に設置された爆弾が。,駅前広が日接させた春間だが。,駅前広場にせっちされたばくだんが。,14,6,7
841,maatorishiraberushikanaiyaro。,まあ取り調べるしかないやろ。,まあトリ調べるしかないやろ。,まあ取り調べルシかないやろ。,14,12,12
842,iwaitokatagirihahigishanotorishirabe。,岩井と片桐は被疑者の取り調べ。,岩井と語りはぎは議士の鳥調べ。,祝いと片桐はひぎしゃのとりしらべ。,15,7,6
843,kamitsukarenaiyounine。,かみつかれないようにね。,かみつかれないようにね。,髪疲れないようにね。,12,12,8
844,orenomiminihaittekuruhazudazo。,俺の耳に入ってくるはずだぞ。,おれの耳に入ってくるはずだぞ。,俺の耳に入ってくるはずだぞ。,14,12,14
845,gomibakokettanotokonkainojikento。,ごみ箱蹴ったのと今回の事件と。,ゴミバコケッタのと今回の事件と。,ゴミ箱けったのと今回のじけんと。,15,8,9
846,sorewokiridasutaimingu。,それを切り出すタイミング。,それを切り出すタイミング。,それを切り出すタイミング。,13,13,13
847,koitsuhaorenodaigakunokouhaida。,こいつは俺の大学の後輩だ。,コイツはオレの大学の公開だ。,こいつは俺の大学の後輩だ。,13,6,13
848,dagamadakakushougatsukamenai。,だがまだ確証がつかめない。,だがまだ隠笑がつかめない。,だがまだ書く正月かめない。,13,11,9
849,aremooshokunohakkakuwoosoreta。,あれも汚職の発覚を恐れた。,あれもお職の発覚を恐れた。,あれも汚職の発覚をおそれた。,13,12,11
850,hisshinayatsuragajousoubuniiru。,必死なやつらが上層部にいる。,必死な左柄が上々に歩いる。,必死な奴らが上層ぶにいる。,14,8,11
851,han'nin'noitogawakarimasen。,犯人の意図が分かりません。,犯人の糸がわかりません。,犯人の意図がわかりません。,13,10,12
852,torishirabenokankyuuwodaibumanandayoune。,取り調べの緩急をだいぶ学んだようね。,鳥調の研究をどうじゃ学なだような。,取調べの緩急をだいぶまなんだようね。,18,7,15
853,kankeigaarunohakarejanai。,関係があるのは彼じゃない。,関係があるのはカレじゃない。,関係があるのは彼じゃない。,13,11,13
854,touzenjikken'nitsukaumonodatoomoi。,当然実験に使うものだと思い。,当然実験に使うものだと思い。,当然実験に使うものだとおもい。,14,14,12
855,hon'ninhasorewokatakunanihiteishiteru。,本人はそれをかたくなに否定してる。,本人はそれを片くなに否定してる。,本人はそれをかたく何ひていしてる。,17,15,13
856,sonoaninookidokeiwotsukatte。,その兄の置き時計を使って。,そのあののお気計を使って。,その兄の置き時計をつかって。,13,9,11
857,ri-da-hajimeshuyounakanbuga。,リーダーはじめ主要な幹部が。,リーダーはじめ主要なカンブバ。,リーダー始め主要なかんぶが。,14,10,9
858,hontounikeijidattandana。,本当に刑事だったんだな。,本当に軽事だったんだな。,本当に刑事だったんだな。,12,11,12
859,sorewosagurutamenioretotsukiattetanante。,それを探るために俺と付き合ってたなんて。,それを探るためにおれとつきあってたなんて。,それを探るために俺とつきあってたなんて。,20,16,18
860,aratanajouhougaarusouda。,新たな情報があるそうだ。,新たな情報があるそうだ。,新たな情報があるそうだ。,12,12,12
861,dandan'ookunatterundesuyone。,だんだん多くなってるんですよね。,だんだん大くなってるんですよね。,だんだん多くなってるんですよね。,16,15,16
862,kougiwoshiteitakyoujuhabujideshita。,講義をしていた教授は無事でした。,抗議をしていた今日は無事でした。,講義をしていた教授はぶじでした。,16,12,14
863,kuroitsukitonokankeihadetekitemasen。,黒い月との関係は出てきてません。,黒いつきとの関係は出てきてません。,黒い月との関係はでてきてません。,16,14,15
864,shatta-noshuurinimairimashita。,シャッターの修理に参りました。,シャッターの修理に参りました。,シャッターの週りんまいりました。,15,15,10
865,kochirasain'nohouonegaishimasu。,こちらサインの方お願いします。,こちらサインの方音がしいます。,こちらサインの方お願いします。,15,11,15
866,hontounoiryokuhawakaranai。,本当の威力は分からない。,本当の意力はわからない。,本当の威力はわからない。,12,10,11
867,koretoujinochokusetsunoshikikanha。,これ当時の直接の指揮官は。,これと生の直接の資期間は。,これ当時の直接のしきかんは。,13,8,9
868,jouhounogoteikyougakakasemasen。,情報のご提供が欠かせません。,情報のご提供が欠かせません。,情報のご提供がかかせません。,14,14,13
869,tsukimashitehasousanigokyouryoku。,つきましては捜査にご協力。,月ましては捜査にご協力。,つきましては操作にご協力。,13,11,11
870,kanshajouwosashiagetaitoomoimasu。,感謝状を差し上げたいと思います。,感謝場を刺し上げたいと思います。,感謝状を差し上げたいとおもいます。,16,14,14
871,buchiatattakamoshiremasen'yo。,ぶち当たったかもしれませんよ。,ブチあたったかもしれませんよ。,ぶち当たったかもしれませにょ。,15,12,13
872,kuroitsukinota-gettohasonoho-runanoyo。,黒い月のターゲットはそのホールなのよ。,黒いつきのターゲットはそのホールなのよ。,黒い月のターゲットはそのほーるなのよ。,19,17,17
873,kocchinimobakudangaarimasu。,こっちにも爆弾があります。,こっちにも爆弾があります。,こっちにも爆弾があります。,13,13,13
874,daigakunokougishitsuwonerattanomo。,大学の講義室を狙ったのも。,大学の講義質を狙ったのも。,大学の講義質を狙ったのも。,13,12,12
875,zenkeibiwokocchinimawashitekure。,全警備をこっちに回してくれ。,前警備をこっちに回してくれ。,全ケイ美をこっちにまわしてくれ。,14,13,9
876,mokutekijanakattatoshitara。,目的じゃなかったとしたら。,目的じゃなかったとしたら。,目的じゃなかったとしたら。,13,13,13
877,ooyamakeishisoukan'ninattekara。,大山警視総監になってから。,大山形士早官になってから。,大山警視総監いなってから。,13,9,12
878,pu-rushiteitatoomowareru。,プールしていたと思われる。,プールしていたと思われる。,ぷーるしていたと思われる。,13,13,11
879,yosan'un'eibuhatsukaenakunatta。,予算運営部は使えなくなった。,予算運営部は使えなくなった。,予算うねイブはつかえなくなった。,14,14,8
880,matanerawarerukamoshirenaikara。,また狙われるかもしれないから。,また狙われるかもしれないから。,また狙われ牛わけありません。,15,15,6
881,sonokakkoudekaijounihaitta。,その格好で会場に入った。,その格校で会場に入った。,その格好で会場に入った。,12,11,12
882,kimitachinoshikikenwomotsukotoninatta。,君たちの指揮権を持つことになった。,君立ちの試験を持つことになった。,君たちの指揮権をもつことになった。,17,13,16
883,kimitachinihahataraitemorau。,君たちには働いてもらう。,君立ちには働いてもらう。,君たちには働いてもらう。,12,11,12
884,moshikashitarasonokorokara。,もしかしたらそのころから。,もしかしたらその頃から。,もしかしたらその頃から。,13,11,11
885,keisatsukanbunobougaigaattanokamo。,警察幹部の妨害があったのかも。,警察幹部の妨害があったのかも。,警察官分ぼうがいがあったのかも。,15,15,9
886,sonoteidonousoshikatsukeneeyouja。,その程度の嘘しかつけねえようじゃ。,その程度の忙し方でエナヤジ。,その程度の嘘しか付け根えようじゃ。,17,7,15
887,watashinegashoujikidakarausotsukenaino。,わたし根が正直だから嘘つけないの。,私なし正直だから育つけないの。,私ねが正直だからうそつけないの。,17,12,11
888,taihonotokinitappurito。,逮捕のときにたっぷりと。,逮捕のときにたっぷりと。,逮捕の時にたっぷりと。,12,12,10
889,hatasehenkattakedona。,果たせへんかったけどな。,果たせ変かったけどな。,果たせへんかったけどな。,12,10,12
890,sonosukinijoujirutsumoriya。,そのすきに乗じるつもりや。,その好きに上手つもりや。,その隙に常時るつもりや。,13,9,9
891,koregashikakeraretabakudan。,これが仕掛けられた爆弾。,これが仕掛けられた爆弾。,これがしかけられた爆弾。,12,12,10
892,anatashikawakaruhitogainaitoomoimasu。,あなたしか分かる人がいないと思います。,あなたしかわかる人がいないと思います。,あなたしかわかる人がいないと思います。,19,18,18
893,jikenkaiketsunotamenaraatamawosageru。,事件解決のためなら頭を下げる。,事件警決のためなら頭を下げる。,事件解決のためなら頭をさげる。,15,14,14
894,soregawatashinopuraido。,それがわたしのプライド。,それが私のプライド。,それが私のプライド。,12,9,9
895,konomaemoomaenihadamasareta。,この前もお前にはだまされた。,この前もお前には騙された。,この前もお前には騙された。,14,12,12
896,ochademonominagarayukkuriyarimashou。,お茶でも飲みながらゆっくりやりましょう。,お茶でも飲みながらゆっくりやりましょう。,お茶でも飲みながらゆっくりやりましょう。,20,20,20
